_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,postal,latitude,longitude,_ts
94684,2021-04,ANG MO KIO,2 ROOM,174,ANG MO KIO AVE 4,04 TO 06,45.0,Improved,1986,63 years 09 months,208500.0,174 ANG MO KIO AVE 4,560174,1.37509746867904,103.83761896123,2025-06-30
94685,2021-04,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,01 TO 03,44.0,Improved,1978,55 years 09 months,218000.0,314 ANG MO KIO AVE 3,560314,1.36622707120636,103.850085858983,2025-06-30
94686,2021-04,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1979,56 years 11 months,250000.0,129 ANG MO KIO AVE 3,560129,1.36989498895756,103.842059049722,2025-06-30
94687,2021-04,ANG MO KIO,3 ROOM,559,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,57 years 09 months,265000.0,559 ANG MO KIO AVE 10,560559,1.37099810674697,103.857856391877,2025-06-30
94688,2021-04,ANG MO KIO,3 ROOM,180,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,59 years 01 month,270000.0,180 ANG MO KIO AVE 5,560180,1.37667706463381,103.838361037555,2025-06-30
94689,2021-04,ANG MO KIO,3 ROOM,220,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1977,55 years 04 months,280000.0,220 ANG MO KIO AVE 1,560220,1.36558833593063,103.840518883254,2025-06-30
94690,2021-04,ANG MO KIO,3 ROOM,601,ANG MO KIO AVE 5,01 TO 03,67.0,New Generation,1980,58 years 02 months,280000.0,601 ANG MO KIO AVE 5,560601,1.38104134784496,103.835131744823,2025-06-30
94691,2021-04,ANG MO KIO,3 ROOM,630,ANG MO KIO AVE 4,01 TO 03,67.0,New Generation,1981,59 years 07 months,282000.0,630 ANG MO KIO AVE 4,560630,1.38054138917049,103.841068277331,2025-06-30
94692,2021-04,ANG MO KIO,3 ROOM,448,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1979,57 years 03 months,290000.0,448 ANG MO KIO AVE 10,560448,1.3674419012314,103.856396604517,2025-06-30
94693,2021-04,ANG MO KIO,3 ROOM,576,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1980,57 years 10 months,290000.0,576 ANG MO KIO AVE 10,560576,1.37140239598539,103.854845849383,2025-06-30
94694,2021-04,ANG MO KIO,3 ROOM,538,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1980,57 years 11 months,290000.0,538 ANG MO KIO AVE 5,560538,1.37559336678106,103.853347801104,2025-06-30
94695,2021-04,ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,59 years 01 month,290000.0,181 ANG MO KIO AVE 5,560181,1.37679309896347,103.837142240849,2025-06-30
94696,2021-04,ANG MO KIO,3 ROOM,232,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,55 years 06 months,295000.0,232 ANG MO KIO AVE 3,560232,1.36834606813391,103.837196046409,2025-06-30
94697,2021-04,ANG MO KIO,3 ROOM,126,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,56 years 06 months,300000.0,126 ANG MO KIO AVE 3,560126,1.37164990020956,103.843644176374,2025-06-30
94698,2021-04,ANG MO KIO,3 ROOM,457,ANG MO KIO AVE 10,13 TO 15,75.0,New Generation,1980,57 years 10 months,305000.0,457 ANG MO KIO AVE 10,560457,1.36569761910875,103.858941954115,2025-06-30
94699,2021-04,ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1984,61 years 11 months,305000.0,474 ANG MO KIO AVE 10,560474,1.36275784702216,103.858015323667,2025-06-30
94700,2021-04,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,57 years 03 months,308000.0,471 ANG MO KIO AVE 10,560471,1.36346600647245,103.856702918462,2025-06-30
94701,2021-04,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,58 years 09 months,308000.0,541 ANG MO KIO AVE 10,560541,1.37392239168826,103.855621371068,2025-06-30
94702,2021-04,ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1980,58 years 05 months,308000.0,624 ANG MO KIO AVE 4,560624,1.38156171229824,103.84000226873,2025-06-30
94703,2021-04,ANG MO KIO,3 ROOM,605,ANG MO KIO AVE 5,04 TO 06,67.0,New Generation,1980,58 years 03 months,308000.0,605 ANG MO KIO AVE 5,560605,1.37967157676416,103.836487400764,2025-06-30
94704,2021-04,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1978,56 years 05 months,308888.0,128 ANG MO KIO AVE 3,560128,1.37083202800001,103.843546990613,2025-06-30
94705,2021-04,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,01 TO 03,74.0,New Generation,1979,57 years 04 months,315000.0,417 ANG MO KIO AVE 10,560417,1.36495953274783,103.855197097728,2025-06-30
94706,2021-04,ANG MO KIO,3 ROOM,509,ANG MO KIO AVE 8,04 TO 06,67.0,New Generation,1980,58 years 03 months,315000.0,509 ANG MO KIO AVE 8,560509,1.37400086510074,103.850139806283,2025-06-30
94707,2021-04,ANG MO KIO,3 ROOM,538,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1980,57 years 11 months,316888.0,538 ANG MO KIO AVE 5,560538,1.37559336678106,103.853347801104,2025-06-30
94708,2021-04,ANG MO KIO,3 ROOM,112,ANG MO KIO AVE 4,01 TO 03,74.0,New Generation,1978,55 years 10 months,318000.0,112 ANG MO KIO AVE 4,560112,1.37127865145519,103.835766565741,2025-06-30
94709,2021-04,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,13 TO 15,68.0,New Generation,1980,57 years 10 months,320000.0,557 ANG MO KIO AVE 10,560557,1.3716257020332,103.857736107527,2025-06-30
94710,2021-04,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1978,56 years 06 months,320088.0,128 ANG MO KIO AVE 3,560128,1.37083202800001,103.843546990613,2025-06-30
94711,2021-04,ANG MO KIO,3 ROOM,156,ANG MO KIO AVE 4,07 TO 09,68.0,New Generation,1981,59 years 01 month,322000.0,156 ANG MO KIO AVE 4,560156,1.37549519574964,103.839947470774,2025-06-30
94712,2021-04,ANG MO KIO,3 ROOM,587,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1979,57 years 02 months,324000.0,587 ANG MO KIO AVE 3,560587,1.37018880409798,103.852429487897,2025-06-30
94713,2021-04,ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,07 TO 09,68.0,New Generation,1985,62 years 09 months,325000.0,564 ANG MO KIO AVE 3,560564,1.36984837555524,103.859404131956,2025-06-30
94714,2021-04,ANG MO KIO,3 ROOM,639,ANG MO KIO AVE 6,10 TO 12,68.0,New Generation,1980,58 years 06 months,325388.0,639 ANG MO KIO AVE 6,560639,1.37993407100545,103.84246297225,2025-06-30
94715,2021-04,ANG MO KIO,3 ROOM,513,ANG MO KIO AVE 8,10 TO 12,67.0,New Generation,1984,62 years 05 months,330000.0,513 ANG MO KIO AVE 8,560513,1.37273696913231,103.850194854525,2025-06-30
94716,2021-04,ANG MO KIO,3 ROOM,112,ANG MO KIO AVE 4,07 TO 09,74.0,New Generation,1978,55 years 10 months,330000.0,112 ANG MO KIO AVE 4,560112,1.37127865145519,103.835766565741,2025-06-30
94717,2021-04,ANG MO KIO,3 ROOM,513,ANG MO KIO AVE 8,01 TO 03,67.0,New Generation,1984,62 years 06 months,335000.0,513 ANG MO KIO AVE 8,560513,1.37273696913231,103.850194854525,2025-06-30
94718,2021-04,ANG MO KIO,3 ROOM,524,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1980,58 years 04 months,338000.0,524 ANG MO KIO AVE 5,560524,1.3733782941643,103.853042534069,2025-06-30
94719,2021-04,ANG MO KIO,3 ROOM,150,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,58 years 09 months,338880.0,150 ANG MO KIO AVE 5,560150,1.37680678506745,103.842017962576,2025-06-30
94720,2021-04,ANG MO KIO,3 ROOM,610,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1980,58 years 07 months,343000.0,610 ANG MO KIO AVE 4,560610,1.37939470300077,103.839157232686,2025-06-30
94721,2021-04,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,10 TO 12,75.0,New Generation,1980,58 years 08 months,345000.0,649 ANG MO KIO AVE 5,560649,1.37776263842074,103.843782193293,2025-06-30
94722,2021-04,ANG MO KIO,3 ROOM,301,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1978,55 years 11 months,345000.0,301 ANG MO KIO AVE 3,560301,1.36742112526427,103.845903587276,2025-06-30
94723,2021-04,ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,58 years 10 months,345000.0,503 ANG MO KIO AVE 5,560503,1.37546163119278,103.848942047568,2025-06-30
94724,2021-04,ANG MO KIO,3 ROOM,182,ANG MO KIO AVE 5,10 TO 12,82.0,New Generation,1981,59 years 01 month,352000.0,182 ANG MO KIO AVE 5,560182,1.37733908523477,103.836472445051,2025-06-30
94725,2021-04,ANG MO KIO,4 ROOM,133,ANG MO KIO AVE 3,01 TO 03,98.0,New Generation,1979,56 years 10 months,355000.0,133 ANG MO KIO AVE 3,560133,1.37113968605234,103.842644163241,2025-06-30
94726,2021-04,ANG MO KIO,3 ROOM,348,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1978,56 years 01 month,355000.0,348 ANG MO KIO AVE 3,560348,1.36619756975262,103.847899914468,2025-06-30
