_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,postal,latitude,longitude,_ts
117386,2022-09,ANG MO KIO,2 ROOM,323,ANG MO KIO AVE 3,07 TO 09,44.0,Improved,1977,53 years 10 months,285000.0,323 ANG MO KIO AVE 3,560323,1.36790849360635,103.84771408812,2025-06-30
117387,2022-09,ANG MO KIO,3 ROOM,403,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,55 years 09 months,300000.0,403 ANG MO KIO AVE 10,560403,1.36126901451361,103.854642365822,2025-06-30
117388,2022-09,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,55 years 11 months,325000.0,471 ANG MO KIO AVE 10,560471,1.36346600647245,103.856702918462,2025-06-30
117389,2022-09,ANG MO KIO,3 ROOM,172,ANG MO KIO AVE 4,01 TO 03,60.0,Improved,1986,62 years 05 months,330000.0,172 ANG MO KIO AVE 4,560172,1.37469423247424,103.836462867365,2025-06-30
117390,2022-09,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1979,55 years 09 months,335000.0,570 ANG MO KIO AVE 3,560570,1.3697435855576,103.856023138277,2025-06-30
117391,2022-09,ANG MO KIO,3 ROOM,538,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1980,56 years 05 months,335888.0,538 ANG MO KIO AVE 5,560538,1.37559336678106,103.853347801104,2025-06-30
117392,2022-09,ANG MO KIO,3 ROOM,156,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1981,57 years 09 months,338000.0,156 ANG MO KIO AVE 4,560156,1.37549519574964,103.839947470774,2025-06-30
117393,2022-09,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,57 years 05 months,338800.0,550 ANG MO KIO AVE 10,560550,1.37360769512088,103.85820494173,2025-06-30
117394,2022-09,ANG MO KIO,3 ROOM,404,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,55 years 08 months,345000.0,404 ANG MO KIO AVE 10,560404,1.36167767060852,103.854726492538,2025-06-30
117395,2022-09,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,56 years 06 months,345000.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675,2025-06-30
117396,2022-09,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,56 years 05 months,345000.0,561 ANG MO KIO AVE 10,560561,1.37057765782635,103.857854578394,2025-06-30
117397,2022-09,ANG MO KIO,3 ROOM,604,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,56 years 10 months,345000.0,604 ANG MO KIO AVE 5,560604,1.37986658053966,103.835976650638,2025-06-30
117398,2022-09,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1978,55 years 01 month,350000.0,128 ANG MO KIO AVE 3,560128,1.37083202800001,103.843546990613,2025-06-30
117399,2022-09,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1979,55 years 09 months,350000.0,571 ANG MO KIO AVE 3,560571,1.37005501296043,103.85488055876,2025-06-30
117400,2022-09,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,56 years,353000.0,442 ANG MO KIO AVE 10,560442,1.36565326940253,103.855232195496,2025-06-30
117401,2022-09,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,56 years 06 months,355000.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675,2025-06-30
117402,2022-09,ANG MO KIO,3 ROOM,586,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1979,55 years 10 months,355000.0,586 ANG MO KIO AVE 3,560586,1.37030352965928,103.853455898206,2025-06-30
117403,2022-09,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,04 TO 06,74.0,New Generation,1979,56 years,358000.0,417 ANG MO KIO AVE 10,560417,1.36495953274783,103.855197097728,2025-06-30
