_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,postal,latitude,longitude,_ts
32738,2018-08,ANG MO KIO,2 ROOM,323,ANG MO KIO AVE 3,01 TO 03,44.0,Improved,1977,57 years 10 months,200000.0,323 ANG MO KIO AVE 3,560323,1.36790849360635,103.84771408812,2025-06-30
32739,2018-08,ANG MO KIO,3 ROOM,235,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,58 years 01 month,215000.0,235 ANG MO KIO AVE 3,560235,1.36682360872342,103.83649123351,2025-06-30
32740,2018-08,ANG MO KIO,3 ROOM,109,ANG MO KIO AVE 4,01 TO 03,67.0,New Generation,1978,59 years 01 month,225000.0,109 ANG MO KIO AVE 4,560109,1.3700965375834,103.837687766047,2025-06-30
32741,2018-08,ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,60 years 01 month,230000.0,445 ANG MO KIO AVE 10,560445,1.36698004515058,103.85571808973,2025-06-30
32742,2018-08,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,59 years 11 months,240000.0,471 ANG MO KIO AVE 10,560471,1.36346600647245,103.856702918462,2025-06-30
32743,2018-08,ANG MO KIO,3 ROOM,608,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,60 years 10 months,240000.0,608 ANG MO KIO AVE 5,560608,1.37858209980487,103.836760311526,2025-06-30
32744,2018-08,ANG MO KIO,3 ROOM,556,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,60 years 05 months,241000.0,556 ANG MO KIO AVE 10,560556,1.37203236308683,103.857625375797,2025-06-30
32745,2018-08,ANG MO KIO,3 ROOM,220,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1977,57 years 11 months,250000.0,220 ANG MO KIO AVE 1,560220,1.36558833593063,103.840518883254,2025-06-30
32746,2018-08,ANG MO KIO,3 ROOM,150,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,61 years 05 months,250000.0,150 ANG MO KIO AVE 5,560150,1.37680678506745,103.842017962576,2025-06-30
32747,2018-08,ANG MO KIO,3 ROOM,433,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,59 years 05 months,255000.0,433 ANG MO KIO AVE 10,560433,1.36807652285135,103.854353042615,2025-06-30
32748,2018-08,ANG MO KIO,3 ROOM,473,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1984,64 years 11 months,255000.0,473 ANG MO KIO AVE 10,560473,1.36305380914637,103.856846002568,2025-06-30
32749,2018-08,ANG MO KIO,3 ROOM,202,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,57 years 08 months,255000.0,202 ANG MO KIO AVE 3,560202,1.36844644010937,103.844516260527,2025-06-30
32750,2018-08,ANG MO KIO,3 ROOM,154,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,61 years 05 months,255000.0,154 ANG MO KIO AVE 5,560154,1.37626067387977,103.841230957516,2025-06-30
32751,2018-08,ANG MO KIO,3 ROOM,174,ANG MO KIO AVE 4,10 TO 12,60.0,Improved,1986,66 years 05 months,258000.0,174 ANG MO KIO AVE 4,560174,1.37509746867904,103.83761896123,2025-06-30
32752,2018-08,ANG MO KIO,3 ROOM,405,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,59 years 09 months,260000.0,405 ANG MO KIO AVE 10,560405,1.36157912717139,103.853805386957,2025-06-30
32753,2018-08,ANG MO KIO,3 ROOM,542,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,61 years 07 months,260000.0,542 ANG MO KIO AVE 10,560542,1.37473841331656,103.855876768354,2025-06-30
32754,2018-08,ANG MO KIO,3 ROOM,328,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,59 years 01 month,260000.0,328 ANG MO KIO AVE 3,560328,1.36661793708764,103.84786688518,2025-06-30
32755,2018-08,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,61 years 11 months,260000.0,152 ANG MO KIO AVE 5,560152,1.3766876256746,103.840159506601,2025-06-30
32756,2018-08,ANG MO KIO,3 ROOM,623,ANG MO KIO AVE 9,01 TO 03,68.0,New Generation,1980,61 years 02 months,260000.0,623 ANG MO KIO AVE 9,560623,1.38265184651407,103.840858094028,2025-06-30
32757,2018-08,ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,61 years 05 months,265000.0,503 ANG MO KIO AVE 5,560503,1.37546163119278,103.848942047568,2025-06-30
32758,2018-08,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1979,59 years 05 months,270000.0,129 ANG MO KIO AVE 3,560129,1.36989498895756,103.842059049722,2025-06-30
32759,2018-08,ANG MO KIO,3 ROOM,540,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1981,61 years 05 months,280000.0,540 ANG MO KIO AVE 10,560540,1.37529376778898,103.855452425625,2025-06-30
32760,2018-08,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,60 years 06 months,280000.0,561 ANG MO KIO AVE 10,560561,1.37057765782635,103.857854578394,2025-06-30
32761,2018-08,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,59 years 03 months,280000.0,121 ANG MO KIO AVE 3,560121,1.36970563478325,103.843515981311,2025-06-30
32762,2018-08,ANG MO KIO,3 ROOM,538,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1980,60 years 06 months,280000.0,538 ANG MO KIO AVE 5,560538,1.37559336678106,103.853347801104,2025-06-30
32763,2018-08,ANG MO KIO,3 ROOM,302,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1978,58 years 07 months,285000.0,302 ANG MO KIO AVE 3,560302,1.36708983179046,103.845660199054,2025-06-30
32764,2018-08,ANG MO KIO,3 ROOM,444,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,60 years,285000.0,444 ANG MO KIO AVE 10,560444,1.36660045321147,103.855578790668,2025-06-30
32765,2018-08,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,61 years 05 months,288000.0,541 ANG MO KIO AVE 10,560541,1.37392239168826,103.855621371068,2025-06-30
32766,2018-08,ANG MO KIO,3 ROOM,542,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1981,61 years 05 months,290000.0,542 ANG MO KIO AVE 10,560542,1.37473841331656,103.855876768354,2025-06-30
32767,2018-08,ANG MO KIO,3 ROOM,576,ANG MO KIO AVE 10,13 TO 15,67.0,New Generation,1980,60 years 05 months,290000.0,576 ANG MO KIO AVE 10,560576,1.37140239598539,103.854845849383,2025-06-30
