_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,postal,latitude,longitude,_ts
7993,2017-06,ANG MO KIO,2 ROOM,174,ANG MO KIO AVE 4,07 TO 09,45.0,Improved,1986,67 years 07 months,233000.0,174 ANG MO KIO AVE 4,560174,1.37509746867904,103.83761896123,2025-06-30
7994,2017-06,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,07 TO 09,44.0,Improved,1978,59 years 07 months,250000.0,314 ANG MO KIO AVE 3,560314,1.36622707120636,103.850085858983,2025-06-30
7995,2017-06,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,58 years,235000.0,218 ANG MO KIO AVE 1,560218,1.36511908595886,103.841742478489,2025-06-30
7996,2017-06,ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,61 years 08 months,260000.0,465 ANG MO KIO AVE 10,560465,1.3662010408294,103.857200967235,2025-06-30
7997,2017-06,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,62 years 07 months,260000.0,151 ANG MO KIO AVE 5,560151,1.37671105271454,103.841168190659,2025-06-30
7998,2017-06,ANG MO KIO,3 ROOM,576,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1980,61 years 07 months,265000.0,576 ANG MO KIO AVE 10,560576,1.37140239598539,103.854845849383,2025-06-30
7999,2017-06,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,57 years 11 months,268000.0,213 ANG MO KIO AVE 3,560213,1.36776947218047,103.841255432522,2025-06-30
8000,2017-06,ANG MO KIO,3 ROOM,577,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1980,61 years 07 months,270000.0,577 ANG MO KIO AVE 10,560577,1.37178732806791,103.855854368773,2025-06-30
8001,2017-06,ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,01 TO 03,68.0,New Generation,1981,62 years 07 months,275000.0,330 ANG MO KIO AVE 1,560330,1.36243186402478,103.851030689651,2025-06-30
8002,2017-06,ANG MO KIO,3 ROOM,201,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1977,58 years 10 months,275000.0,201 ANG MO KIO AVE 3,560201,1.36884962699229,103.844564835127,2025-06-30
8003,2017-06,ANG MO KIO,3 ROOM,603,ANG MO KIO AVE 5,10 TO 12,67.0,New Generation,1980,62 years,276888.0,603 ANG MO KIO AVE 5,560603,1.38020079047279,103.83575571651,2025-06-30
8004,2017-06,ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,07 TO 09,68.0,New Generation,1980,62 years 05 months,279000.0,607 ANG MO KIO AVE 4,560607,1.38046758670091,103.838816721629,2025-06-30
8005,2017-06,ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,04 TO 06,68.0,New Generation,1981,62 years 07 months,280000.0,330 ANG MO KIO AVE 1,560330,1.36243186402478,103.851030689651,2025-06-30
8006,2017-06,ANG MO KIO,3 ROOM,542,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,62 years 07 months,280000.0,542 ANG MO KIO AVE 10,560542,1.37473841331656,103.855876768354,2025-06-30
8007,2017-06,ANG MO KIO,3 ROOM,133,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1979,60 years 07 months,285000.0,133 ANG MO KIO AVE 3,560133,1.37113968605234,103.842644163241,2025-06-30
8008,2017-06,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,58 years 01 month,289000.0,208 ANG MO KIO AVE 1,560208,1.36544495225352,103.842715047475,2025-06-30
8009,2017-06,ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1980,61 years 07 months,290000.0,575 ANG MO KIO AVE 10,560575,1.37138855070768,103.855953346739,2025-06-30
8010,2017-06,ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,61 years 02 months,293000.0,445 ANG MO KIO AVE 10,560445,1.36698004515058,103.85571808973,2025-06-30
8011,2017-06,ANG MO KIO,3 ROOM,450,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1979,61 years 02 months,295000.0,450 ANG MO KIO AVE 10,560450,1.36848406233048,103.855468149019,2025-06-30
8012,2017-06,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,61 years 08 months,298000.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675,2025-06-30
8013,2017-06,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,61 years 08 months,300000.0,557 ANG MO KIO AVE 10,560557,1.3716257020332,103.857736107527,2025-06-30
8014,2017-06,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1979,60 years 07 months,300000.0,129 ANG MO KIO AVE 3,560129,1.36989498895756,103.842059049722,2025-06-30
8015,2017-06,ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1980,62 years 03 months,300000.0,624 ANG MO KIO AVE 4,560624,1.38156171229824,103.84000226873,2025-06-30
8016,2017-06,ANG MO KIO,3 ROOM,559,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,61 years 07 months,305000.0,559 ANG MO KIO AVE 10,560559,1.37099810674697,103.857856391877,2025-06-30
8017,2017-06,ANG MO KIO,3 ROOM,434,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,60 years 07 months,308000.0,434 ANG MO KIO AVE 10,560434,1.3678915069194,103.85345502653,2025-06-30
8018,2017-06,ANG MO KIO,3 ROOM,635,ANG MO KIO AVE 6,07 TO 09,68.0,New Generation,1980,62 years 04 months,309000.0,635 ANG MO KIO AVE 6,560635,1.38076896104696,103.842378423538,2025-06-30
8019,2017-06,ANG MO KIO,3 ROOM,576,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1980,61 years 07 months,310000.0,576 ANG MO KIO AVE 10,560576,1.37140239598539,103.854845849383,2025-06-30
8020,2017-06,ANG MO KIO,3 ROOM,623,ANG MO KIO AVE 9,04 TO 06,68.0,New Generation,1980,62 years 03 months,316000.0,623 ANG MO KIO AVE 9,560623,1.38265184651407,103.840858094028,2025-06-30
8021,2017-06,ANG MO KIO,3 ROOM,405,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,61 years,316888.0,405 ANG MO KIO AVE 10,560405,1.36157912717139,103.853805386957,2025-06-30
8022,2017-06,ANG MO KIO,3 ROOM,461,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,61 years 08 months,320000.0,461 ANG MO KIO AVE 10,560461,1.36752776339718,103.85740958675,2025-06-30
8023,2017-06,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,58 years 01 month,325000.0,208 ANG MO KIO AVE 1,560208,1.36544495225352,103.842715047475,2025-06-30
8024,2017-06,ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,01 TO 03,81.0,New Generation,1980,61 years 07 months,325000.0,575 ANG MO KIO AVE 10,560575,1.37138855070768,103.855953346739,2025-06-30
8025,2017-06,ANG MO KIO,3 ROOM,448,ANG MO KIO AVE 10,04 TO 06,83.0,New Generation,1979,61 years 01 month,330000.0,448 ANG MO KIO AVE 10,560448,1.3674419012314,103.856396604517,2025-06-30
8026,2017-06,ANG MO KIO,3 ROOM,170,ANG MO KIO AVE 4,07 TO 09,69.0,Improved,1986,67 years 07 months,330000.0,170 ANG MO KIO AVE 4,560170,1.37400071781295,103.83643153142,2025-06-30
8027,2017-06,ANG MO KIO,3 ROOM,502,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,62 years 07 months,333000.0,502 ANG MO KIO AVE 5,560502,1.37572474765516,103.849934305516,2025-06-30
8028,2017-06,ANG MO KIO,3 ROOM,643,ANG MO KIO AVE 5,04 TO 06,75.0,New Generation,1980,62 years 05 months,338000.0,643 ANG MO KIO AVE 5,560643,1.3775062692911,103.840557182306,2025-06-30
8029,2017-06,ANG MO KIO,3 ROOM,302,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1978,59 years 09 months,340000.0,302 ANG MO KIO AVE 3,560302,1.36708983179046,103.845660199054,2025-06-30
8030,2017-06,ANG MO KIO,3 ROOM,255,ANG MO KIO AVE 4,07 TO 09,73.0,New Generation,1977,59 years 01 month,342000.0,255 ANG MO KIO AVE 4,560255,1.37065487078854,103.834630215787,2025-06-30
8031,2017-06,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1978,60 years 05 months,345000.0,121 ANG MO KIO AVE 3,560121,1.36970563478325,103.843515981311,2025-06-30
8032,2017-06,ANG MO KIO,3 ROOM,418,ANG MO KIO AVE 10,07 TO 09,74.0,New Generation,1979,61 years 02 months,348000.0,418 ANG MO KIO AVE 10,560418,1.3649460137791,103.854043379775,2025-06-30
8033,2017-06,ANG MO KIO,3 ROOM,576,ANG MO KIO AVE 10,01 TO 03,82.0,New Generation,1980,61 years 07 months,350000.0,576 ANG MO KIO AVE 10,560576,1.37140239598539,103.854845849383,2025-06-30
8034,2017-06,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1979,60 years 07 months,358000.0,129 ANG MO KIO AVE 3,560129,1.36989498895756,103.842059049722,2025-06-30
8035,2017-06,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1978,59 years 07 months,360000.0,313 ANG MO KIO AVE 3,560313,1.36664972640598,103.850133665442,2025-06-30
8036,2017-06,ANG MO KIO,3 ROOM,302,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1978,59 years 09 months,362000.0,302 ANG MO KIO AVE 3,560302,1.36708983179046,103.845660199054,2025-06-30
8037,2017-06,ANG MO KIO,3 ROOM,586,ANG MO KIO AVE 3,07 TO 09,81.0,New Generation,1979,61 years,362000.0,586 ANG MO KIO AVE 3,560586,1.37030352965928,103.853455898206,2025-06-30
8038,2017-06,ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,07 TO 09,73.0,New Generation,1979,60 years 07 months,365000.0,130 ANG MO KIO AVE 3,560130,1.37039791675237,103.841878840032,2025-06-30
8039,2017-06,ANG MO KIO,3 ROOM,320,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1977,59 years,368000.0,320 ANG MO KIO AVE 1,560320,1.36559244608528,103.848386744168,2025-06-30
8040,2017-06,ANG MO KIO,3 ROOM,434,ANG MO KIO AVE 10,10 TO 12,82.0,New Generation,1979,60 years 07 months,370000.0,434 ANG MO KIO AVE 10,560434,1.3678915069194,103.85345502653,2025-06-30
8041,2017-06,ANG MO KIO,3 ROOM,328,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1978,60 years 03 months,370000.0,328 ANG MO KIO AVE 3,560328,1.36661793708764,103.84786688518,2025-06-30
8042,2017-06,ANG MO KIO,3 ROOM,424,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1979,60 years 07 months,383000.0,424 ANG MO KIO AVE 3,560424,1.36860660305158,103.850808805402,2025-06-30
8043,2017-06,ANG MO KIO,4 ROOM,563,ANG MO KIO AVE 3,04 TO 06,92.0,New Generation,1980,61 years 07 months,388000.0,563 ANG MO KIO AVE 3,560563,1.36987214145166,103.858003534994,2025-06-30
8044,2017-06,ANG MO KIO,4 ROOM,175,ANG MO KIO AVE 4,04 TO 06,91.0,New Generation,1981,63 years 01 month,397000.0,175 ANG MO KIO AVE 4,560175,1.37572264709308,103.837123341994,2025-06-30
8045,2017-06,ANG MO KIO,4 ROOM,470,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1979,61 years 05 months,423000.0,470 ANG MO KIO AVE 10,560470,1.36408620030202,103.856692408941,2025-06-30
8046,2017-06,ANG MO KIO,4 ROOM,561,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1980,61 years 07 months,430000.0,561 ANG MO KIO AVE 10,560561,1.37057765782635,103.857854578394,2025-06-30
8047,2017-06,ANG MO KIO,4 ROOM,254,ANG MO KIO AVE 4,10 TO 12,97.0,New Generation,1977,59 years 01 month,430000.0,254 ANG MO KIO AVE 4,560254,1.37020344042146,103.834687722549,2025-06-30
